OBJECTID,ID,ST_ABBREV,ACSTOTPOP,D_PM25_2,B_PM25_D2,P_PM25_D2,D_OZONE_2,B_OZONE_D2,P_OZONE_D2,D_DSLPM_2,B_DSLPM_D2,P_DSLPM_D2,D_CANCR_2,B_CANCR_D2,P_CANCR_D2,D_RESP_2,B_RESP_D2,P_RESP_D2,D_PTRAF_2,B_PTRAF_D2,P_PTRAF_D2,D_LDPNT_2,B_LDPNT_D2,P_LDPNT_D2,D_PNPL_2,B_PNPL_D2,P_PNPL_D2,D_PRMP_2,B_PRMP_D2,P_PRMP_D2,D_PTSDF_2,B_PTSDF_D2,P_PTSDF_D2,D_PWDIS_2,B_PWDIS_D2,P_PWDIS_D2,PM25,B_PM25,P_PM25,OZONE,B_OZONE,P_OZONE,DSLPM,B_DSLPM,P_DSLPM,CANCER,B_CANCR,P_CANCR,RESP,B_RESP,P_RESP,PTRAF,B_PTRAF,P_PTRAF,PRE1960PCT,B_LDPNT,P_LDPNT,PNPL,B_PNPL,P_PNPL,PRMP,B_PRMP,P_PRMP,PTSDF,B_PTSDF,P_PTSDF,PWDIS,B_PWDIS,P_PWDIS,VULEOPCT,B_VULEOPCT,P_VULEOPCT,VULSVI6PCT,B_VSVI6PCT,P_VSVI6PCT,MINORPCT,B_MINORPCT,P_MINORPCT,LOWINCPCT,B_LWINCPCT,P_LWINCPCT,LINGISOPCT,B_LNGISPCT,P_LNGISPCT,LESSHSPCT,B_LESHSPCT,P_LESHSPCT,UNDER5PCT,B_UNDR5PCT,P_UNDR5PCT,OVER64PCT,B_OVR64PCT,P_OVR64PCT,Shape_Length,Shape_Area
3973,40019426001,AZ,781,2042.402193,8,70,20172.15845,8,76,10.3066015,6,54,6910.593957,7,64,82.91145763,7,63,3707.572098,6,57,17.53315054,8,75,3.114035349,6,58,5.61932054,6,54,2.971131821,6,53,4.689016973,9,87,4.884981967,1,3,48.24741699,3,23,0.02465115,1,0,16.52863818,1,1,0.198306179,1,1,8.867706322,2,10,0.041935484,7,65,0.007448095,1,5,0.013440193,1,2,0.007106301,1,0,0.011215109,8,74,0.891805378,11,98,0.434665178,11,97,1,11,100,0.783610755,11,95,0.26519337,11,97,0.315909091,9,86,0.111395647,9,88,0.131882202,6,57,251376.6375,1703838842
3974,40019426002,AZ,771,1874.186294,7,69,18510.74338,8,74,9.457731356,6,54,6341.425073,7,63,76.08272162,7,62,8542.630957,6,59,3.375333333,7,67,3.195195571,6,58,6.030558942,6,55,2.700496499,6,53,33.43410013,10,91,4.884981967,1,3,48.24741699,3,23,0.02465115,1,0,16.52863818,1,1,0.198306179,1,1,22.26598194,2,15,0.008797654,5,42,0.008328133,1,6,0.01571838,1,3,0.007038722,1,0,0.087144473,9,83,0.854085603,11,96,0.365270037,9,89,1,11,100,0.708171206,10,90,0.09178744,9,82,0.243801653,8,78,0.058365759,5,46,0.089494163,4,39,122489.6905,676122781.7
3975,40019427001,AZ,975,2175.714092,8,71,22160.33836,8,77,10.82461479,6,54,7092.606785,7,65,83.25038021,7,63,2865.485265,6,56,15.61170484,8,74,4.842643969,7,60,11.02997916,6,58,5.772079778,6,55,0,9,80,4.751055191,1,1,48.39100458,3,25,0.023637454,1,0,15.48795699,1,0,0.181791878,1,0,6.257292119,1,8,0.034090909,7,62,0.010574767,1,7,0.024085904,1,6,0.012604354,1,3,0,7,60,0.826153846,10,94,0.376128529,10,91,1,11,100,0.652307692,9,85,0.134920635,9,87,0.274671053,9,82,0.035897436,3,26,0.158974359,7,66,156905.0918,706968967.8
3976,40019427002,AZ,1583,3683.068225,9,80,37513.21847,9,88,18.32400449,6,56,12006.42804,8,72,140.9269863,8,70,6098.868972,6,58,27.14322741,8,78,6.540580675,7,63,15.12735245,7,60,6.667378339,6,56,0.051819922,9,82,4.751055191,1,1,48.39100458,3,25,0.023637454,1,0,15.48795699,1,0,0.181791878,1,0,7.867370714,1,9,0.035014006,7,62,0.008437166,1,6,0.019513862,1,4,0.008600732,1,1,6.68E-05,7,63,0.846178143,11,96,0.414010019,11,96,0.984207202,11,97,0.708149084,10,90,0.330296128,11,98,0.263050154,9,81,0.059380922,5,47,0.138976627,7,60,418701.7018,1811948096
3977,40019427003,AZ,969,2440.05715,8,73,24852.75628,8,79,12.13977462,6,54,7954.338284,7,66,93.36506401,7,64,3091.725399,6,57,25.42485902,8,77,4.627001335,7,60,11.27957034,6,58,5.067120434,6,54,0,9,80,4.751055191,1,1,48.39100458,3,25,0.023637454,1,0,15.48795699,1,0,0.181791878,1,0,6.019923756,1,8,0.04950495,7,67,0.009009272,1,6,0.021962543,1,5,0.009866232,1,2,0,7,60,0.886480908,11,98,0.471094946,11,99,0.989680083,11,98,0.783281734,11,95,0.391891892,11,99,0.436741768,10,94,0.019607843,2,15,0.205366357,8,75,201475.4197,831122716.4
3978,40019427004,AZ,1134,2319.773353,8,72,23627.62763,8,78,11.54133856,6,54,7562.225331,7,65,88.76258802,7,64,0,6,52,26.84368536,8,78,5.278341534,7,61,7.090481762,6,56,6.268929887,6,55,0,9,80,4.751055191,1,1,48.39100458,3,25,0.023637454,1,0,15.48795699,1,0,0.181791878,1,0,0,1,3,0.054977712,7,69,0.010810406,1,8,0.014521794,1,2,0.012839199,1,3,0,7,60,0.787037037,10,91,0.371681856,10,90,0.992945326,11,98,0.581128748,8,79,0.190647482,10,93,0.276657061,9,82,0.061728395,5,49,0.126984127,6,56,324720.0999,1320183289
3979,40019440001,AZ,1376,3343.299606,8,78,35559.26164,9,86,13.72258142,6,55,10354.99732,8,70,118.6035944,7,67,0,6,52,63.61978188,9,85,11.49927472,7,69,16.86974109,7,61,9.395369534,6,57,0,9,80,4.508835792,1,0,47.95587909,2,18,0.018506528,1,0,13.96494124,1,0,0.159951005,1,0,0,1,3,0.085798817,8,74,0.015508135,2,10,0.022750845,1,5,0.012670769,1,3,0,7,60,0.895348837,11,98,0.420521914,11,96,1,11,100,0.790697674,11,96,0.176300578,10,92,0.322121604,9,87,0.095203488,8,78,0.13880814,7,60,191834.1365,1099506912
3980,40019440002,AZ,2341,4220.304354,9,82,44887.065,10,91,17.32224955,6,56,13071.29047,8,73,149.7153486,8,70,0,6,52,97.05147432,9,88,17.5257412,8,72,31.11360002,7,64,14.25472626,7,60,0,9,80,4.508835792,1,0,47.95587909,2,18,0.018506528,1,0,13.96494124,1,0,0.159951005,1,0,0,1,3,0.103686636,8,77,0.018723931,2,12,0.033240757,1,8,0.015229286,1,3,0,7,60,0.756300726,9,88,0.310302457,9,82,0.931225972,10,93,0.581375481,8,79,0.049520767,8,70,0.108748481,6,54,0.072191371,6,59,0.11875267,6,53,57391.792,77690351.09
3981,40019440003,AZ,2491,5051.182852,9,86,53724.27058,10,94,20.73259238,6,57,15644.71961,8,76,179.1907735,8,73,0,6,52,48.57606016,9,83,21.67376588,8,75,39.94222032,7,66,17.59913868,7,61,0,9,80,4.508835792,1,0,47.95587909,2,18,0.018506528,1,0,13.96494124,1,0,0.159951005,1,0,0,1,3,0.043360434,7,65,0.019346647,2,12,0.035653612,1,9,0.015709514,1,4,0,7,60,0.806201562,10,93,0.327759162,9,84,0.988358089,11,98,0.624045034,9,82,0.026711185,6,58,0.124309392,6,58,0.065837013,6,53,0.137294259,6,59,30264.16059,34124842.31
3982,40019441001,AZ,1129,2558.452831,8,73,26850.99918,9,81,10.8215988,6,54,7915.411619,7,66,90.40120415,7,64,0,6,52,22.69874501,8,77,5.271144108,7,61,6.49540715,6,55,6.016716946,6,55,0,9,80,4.556077869,1,0,47.81610261,2,16,0.01927104,1,0,14.09571881,1,0,0.160985937,1,0,0,1,3,0.040421793,7,64,0.009386823,1,7,0.011566983,1,1,0.010714534,1,2,0,7,60,0.853852967,11,96,0.389310363,10,93,0.996457042,11,98,0.711248893,10,91,0.20610687,10,94,0.257301808,9,80,0.073516386,7,60,0.091231178,5,40,38600.88249,70409515.5
3983,40019441002,AZ,1436,3572.472709,8,79,37493.15234,9,87,15.11064261,6,55,11052.61416,8,71,126.2309122,7,68,0,6,52,18.78111197,8,76,6.263447987,7,63,9.549887404,6,57,7.080640113,6,56,0,9,80,4.556077869,1,0,47.81610261,2,16,0.01927104,1,0,14.09571881,1,0,0.160985937,1,0,0,1,3,0.023952096,6,56,0.007987957,1,5,0.012179248,1,1,0.009030145,1,2,0,7,60,0.902506964,11,99,0.450169671,11,98,1,11,100,0.805013928,11,96,0.343558282,11,98,0.312195122,9,85,0.110724234,9,87,0.129526462,6,56,225640.9896,936122891.9
3984,40019441003,AZ,545,1155.989672,7,63,12132.1282,7,68,4.889539606,6,52,3576.432588,6,58,40.84611491,6,57,0,6,52,5.244955863,7,69,2.931159114,6,57,3.413625455,6,53,2.640999867,6,53,0,9,80,4.556077869,1,0,47.81610261,2,16,0.01927104,1,0,14.09571881,1,0,0.160985937,1,0,0,1,3,0.020671835,6,54,0.011552516,1,9,0.01345405,1,2,0.010408917,1,2,0,7,60,0.822018349,10,94,0.453696644,11,98,1,11,100,0.644036697,9,84,0.358208955,11,98,0.459383754,11,95,0.088073394,8,73,0.172477064,7,69,243995.9074,791960485.4
3985,40019441004,AZ,1713,3624.036806,8,79,38034.31829,9,88,15.32874551,6,55,11212.14458,8,71,128.0528948,7,68,0,6,52,10.26360097,8,72,8.125141131,7,65,9.347515048,6,57,8.069900178,6,57,0,9,80,4.556077869,1,0,47.81610261,2,16,0.01927104,1,0,14.09571881,1,0,0.160985937,1,0,0,1,3,0.012903226,5,47,0.01021479,1,7,0.011751538,1,1,0.010145342,1,2,0,7,60,0.820816923,10,94,0.350304394,9,87,0.908347928,10,91,0.733285917,10,92,0.106628242,9,84,0.204702628,8,74,0.092235844,8,76,0.056625803,2,18,190749.0131,460927022.9
3986,40019441005,AZ,1046,2319.65455,8,72,24344.80779,8,79,9.811543363,6,54,7176.61094,7,65,81.96342804,7,63,0,6,52,23.19795604,8,77,4.671722563,7,60,5.65110129,6,54,5.208682796,6,55,0,9,80,4.556077869,1,0,47.81610261,2,16,0.01927104,1,0,14.09571881,1,0,0.160985937,1,0,0,1,3,0.045563549,7,66,0.00917582,1,6,0.011099436,1,1,0.010230474,1,2,0,7,60,0.843212237,11,96,0.365246634,9,89,1,11,100,0.686424474,9,88,0.097222222,9,82,0.244353183,8,78,0.091778203,8,76,0.071701721,3,28,197744.0186,576759115.6
3987,40019442011,AZ,1461,4132.985391,9,82,42866.12223,10,90,20.53508282,6,57,14821.63986,8,75,178.7035498,8,73,0,6,52,65.95461615,9,85,7.904482358,7,65,9.559770689,6,57,6.977249293,6,56,0,9,80,4.615484699,1,0,47.87046471,2,17,0.022932421,1,0,16.55197043,1,1,0.199566033,1,1,0,1,3,0.073654391,8,73,0.00882728,1,6,0.010675812,1,0,0.007791798,1,1,0,7,60,0.969377847,11,99,0.417730696,11,96,0.98220397,11,97,0.956551724,11,99,0.129568106,9,87,0.250517598,8,79,0.146475017,11,97,0.041067762,2,10,11093.66493,3143934.447
3988,40019442012,AZ,1145,2427.023642,8,73,25172.38322,8,79,12.0588695,6,54,8703.749698,7,67,104.9405452,7,65,0,6,52,15.82807183,8,74,4.667928155,7,60,5.669155008,6,55,4.122697174,6,54,0,9,80,4.615484699,1,0,47.87046471,2,17,0.022932421,1,0,16.55197043,1,1,0.199566033,1,1,0,1,3,0.030100334,7,60,0.008877026,1,6,0.010781064,1,1,0.007840157,1,1,0,7,60,0.815720524,10,94,0.372115422,10,90,0.979912664,11,97,0.651528384,9,85,0.301886792,11,98,0.175347222,8,70,0.071615721,6,58,0.052401747,2,16,47389.07132,83552368.92
3989,40019442013,AZ,2225,4360.383956,9,83,45224.634,10,91,21.66493157,6,57,15637.13261,8,76,188.535893,8,74,0,6,52,87.43544966,9,87,8.088841985,7,65,9.720313519,6,57,7.229362862,6,56,0,9,80,4.615484699,1,0,47.87046471,2,17,0.022932421,1,0,16.55197043,1,1,0.199566033,1,1,0,1,3,0.09255079,8,76,0.008562073,1,6,0.010288993,1,0,0.007652311,1,1,0,7,60,0.781065837,10,90,0.379195981,10,91,0.900224719,10,90,0.661906955,9,86,0.27399651,11,97,0.216126351,8,75,0.083595506,7,69,0.139325843,7,60,137003.3287,685647240.8
3990,40019442021,AZ,2569,5891.391774,9,89,61346.56052,11,96,28.39434961,6,59,20745.59512,9,81,248.0623226,8,78,0,6,52,33.77908732,9,80,11.47325627,7,69,13.78005838,7,60,10.16184527,6,58,0,9,80,4.584695082,1,0,47.74003922,2,14,0.02209655,1,0,16.14427144,1,1,0.193042689,1,1,0,1,3,0.026286966,6,58,0.008928515,1,6,0.010723674,1,1,0.007907972,1,1,0,7,60,0.85666797,11,97,0.403998829,11,95,1,11,100,0.713335941,10,91,0.251980983,11,96,0.310369318,9,85,0.084468665,8,70,0.063838069,3,23,130147.2295,391726415.9
3991,40019442022,AZ,1525,3174.377497,8,77,33054.52238,9,85,15.29933637,6,55,11178.06332,8,71,133.6600051,7,69,0,6,52,32.4193992,8,79,6.56370265,7,63,8.071436787,6,56,5.743925921,6,55,0,9,80,4.584695082,1,0,47.74003922,2,14,0.02209655,1,0,16.14427144,1,1,0.193042689,1,1,0,1,3,0.046822742,7,66,0.009479835,1,7,0.011657428,1,1,0.008295847,1,1,0,7,60,0.810491803,10,93,0.339278857,9,86,0.987540984,11,97,0.633442623,9,83,0.170666667,10,92,0.107629428,6,54,0.083934426,7,69,0.052459016,2,16,105738.117,268603703.1
3992,40019443001,AZ,997,2060.782027,8,70,21336.20179,8,77,9.232762607,6,53,6767.793105,7,64,79.27116374,7,62,0,6,52,16.14845386,8,75,3.586131357,6,58,4.361929042,6,54,3.57674458,6,53,0,9,80,4.619540984,1,0,47.82818235,2,16,0.020696573,1,0,15.17098713,1,0,0.177697779,1,0,0,1,3,0.036199095,7,62,0.008038832,1,5,0.009777895,1,0,0.00801779,1,1,0,7,60,0.803911735,10,92,0.393716996,10,93,0.976930792,11,96,0.630892678,9,83,0.353146853,11,98,0.212765957,8,75,0.085255767,8,71,0.10330993,5,46,127576.479,427971764.2
3993,40019443002,AZ,1364,2865.241265,8,75,29665.12954,9,82,12.83691922,6,55,9409.709431,7,68,110.2159309,7,66,0,6,52,16.73507496,8,75,4.774850471,7,60,6.159939741,6,55,4.850945854,6,54,0,9,80,4.619540984,1,0,47.82818235,2,16,0.020696573,1,0,15.17098713,1,0,0.177697779,1,0,0,1,3,0.02698145,6,58,0.007698346,1,5,0.009931483,1,0,0.007821032,1,1,0,7,60,0.811192499,10,93,0.390883879,10,93,0.978005865,11,97,0.644379133,9,84,0.362694301,11,99,0.220194647,8,76,0.054985337,5,43,0.085043988,4,36,126388.9977,245400903.5
3994,40019443003,AZ,1708,3765.628205,9,80,38987.23988,9,88,16.87085331,6,56,12366.66094,8,73,144.8507053,8,70,0,6,52,38.27490491,9,80,6.252470498,7,63,7.57727171,6,56,5.689169067,6,55,0,9,80,4.619540984,1,0,47.82818235,2,16,0.020696573,1,0,15.17098713,1,0,0.177697779,1,0,0,1,3,0.046954315,7,66,0.007670312,1,5,0.009295532,1,0,0.006979274,1,0,0,7,60,0.833723653,11,95,0.414259099,11,96,0.994145199,11,98,0.673302108,9,87,0.318275154,11,98,0.303696304,9,85,0.074355972,7,61,0.121779859,6,54,201024.8494,1042173457
3995,40019443004,AZ,1628,3959.326061,9,81,40992.68077,9,89,17.73866286,6,56,13002.78208,8,73,152.3015925,8,71,0,6,52,32.48416265,8,79,5.93722916,7,62,7.754100392,6,56,5.768877398,6,55,0,9,80,4.619540984,1,0,47.82818235,2,16,0.020696573,1,0,15.17098713,1,0,0.177697779,1,0,0,1,3,0.037900875,7,63,0.006927258,1,5,0.009047091,1,0,0.006730834,1,0,0,7,60,0.882931597,11,98,0.454822434,11,98,0.992628993,11,98,0.773234201,10,94,0.46275395,11,99,0.27795874,9,82,0.092137592,8,76,0.13022113,6,57,222854.2185,1262030723
3996,40019443005,AZ,1104,2681.453782,8,74,27762.2952,9,81,12.01351035,6,54,8806.134845,7,68,103.1462615,7,65,0,6,52,54.16254031,9,84,6.142697657,7,63,8.044420638,6,56,5.38642592,6,55,0,9,80,4.619540984,1,0,47.82818235,2,16,0.020696573,1,0,15.17098713,1,0,0.177697779,1,0,0,1,3,0.093309859,8,76,0.010582485,1,7,0.013858725,1,2,0.009279599,1,2,0,7,60,0.882246377,11,97,0.450248981,11,98,0.997282609,11,99,0.767210145,10,94,0.332155477,11,98,0.34488189,9,89,0.099637681,9,82,0.160326087,7,67,187246.2032,1092362445
3997,40019449011,AZ,693,1236.887949,7,64,12933.73711,7,69,6.968421148,6,53,3968.520271,6,59,46.15775683,6,58,0,6,52,43.71673946,9,82,2.841208028,6,57,3.88241132,6,53,2.577160517,6,52,0,9,80,4.615814645,1,0,48.26608039,3,24,0.026004733,1,1,14.80971175,1,0,0.172251375,1,0,0,1,3,0.163141994,9,83,0.010602811,1,7,0.014488371,1,2,0.00961744,1,2,0,7,60,0.743145743,9,87,0.341314742,9,86,0.972582973,11,96,0.513708514,8,72,0.166666667,10,91,0.21888412,8,76,0.060606061,5,48,0.115440115,6,52,42386.75313,52507136.28
3998,40019449012,AZ,623,1594.395651,7,67,16672.07949,8,72,8.982560131,6,53,5115.573702,7,61,59.49910566,7,60,0,6,52,10.10985972,8,72,3.663206396,6,58,5.047594963,6,54,3.336406427,6,53,0,9,80,4.615814645,1,0,48.26608039,3,24,0.026004733,1,1,14.80971175,1,0,0.172251375,1,0,0,1,3,0.029268293,6,59,0.010605073,1,7,0.014612912,1,2,0.009658979,1,2,0,7,60,0.910914928,11,99,0.422870965,11,96,0.995184591,11,98,0.826645265,11,97,0.157142857,10,90,0.351190476,9,89,0.07223114,6,59,0.134831461,6,58,58567.91603,157155932.9
3999,40019449013,AZ,504,1210.91255,7,63,12662.12078,7,68,6.822080071,6,53,3885.178935,6,59,45.1884159,6,58,0,6,52,15.30316334,8,74,3.14146416,6,58,4.677717483,6,54,2.862252441,6,53,0,9,80,4.615814645,1,0,48.26608039,3,24,0.026004733,1,1,14.80971175,1,0,0.172251375,1,0,0,1,3,0.058333333,7,69,0.011974784,1,9,0.017830748,1,4,0.010910471,1,2,0,7,60,0.876984127,11,97,0.444925779,11,98,0.992063492,11,98,0.761904762,10,94,0.2875,11,97,0.336419753,9,88,0.075396825,7,62,0.216269841,8,77,145156.092,806164566.9
4000,40019449014,AZ,626,1427.905963,7,65,14931.15068,8,71,8.044584895,6,53,4581.396209,7,60,53.28610104,6,59,0,6,52,51.210099,9,83,3.4118603,6,58,5.608322146,6,54,3.286950194,6,53,0,9,80,4.615814645,1,0,48.26608039,3,24,0.026004733,1,1,14.80971175,1,0,0.172251375,1,0,0,1,3,0.165540541,9,83,0.011029098,1,8,0.018129328,1,4,0.010625317,1,2,0,7,60,0.850638978,11,96,0.406548192,11,95,0.92172524,10,92,0.779552716,11,95,0.168918919,10,91,0.369411765,10,90,0.033546326,3,24,0.166134185,7,68,119127.5523,529832236.1
4001,40019449015,AZ,1502,3326.084545,8,78,34779.79001,9,86,18.73860758,6,56,10671.64892,8,70,124.1216731,7,68,0,6,52,25.64792332,8,78,8.487937943,7,66,11.95816704,6,58,7.527039904,6,56,0,9,80,4.615814645,1,0,48.26608039,3,24,0.026004733,1,1,14.80971175,1,0,0.172251375,1,0,0,1,3,0.03559322,7,62,0.01177924,1,9,0.016595093,1,3,0.010445742,1,2,0,7,60,0.836218375,11,95,0.36590852,9,89,0.988681758,11,98,0.683754993,9,88,0.124242424,9,86,0.241648107,8,78,0.065912117,6,53,0.091211718,5,40,115177.0019,721208055
4002,40019449021,AZ,1637,4172.987165,9,82,43251.3421,10,90,27.73567497,6,59,14000.8142,8,74,165.5388136,8,72,0,6,52,48.05408602,9,83,7.262842228,7,64,9.929230206,6,57,6.712297053,6,56,0,9,80,4.665363661,1,1,48.35462745,3,25,0.031008245,1,1,15.65278953,1,0,0.185070966,1,0,0,1,3,0.053724054,7,68,0.008119795,1,5,0.011100794,1,1,0.00750429,1,1,0,7,60,0.902871106,11,99,0.41518783,11,96,1,11,100,0.805742211,11,96,0.207373272,10,94,0.281310212,9,83,0.067806964,6,55,0.128894319,6,56,163590.1761,1239816865
4003,40019449022,AZ,1037,2296.572031,8,72,23803.0501,8,78,15.26411965,6,55,7705.24256,7,65,91.10303827,7,64,0,6,52,32.05414114,8,79,4.493954805,7,60,6.880621463,6,55,4.193551124,6,54,0,9,80,4.665363661,1,1,48.35462745,3,25,0.031008245,1,1,15.65278953,1,0,0.185070966,1,0,0,1,3,0.065116279,8,71,0.00912923,1,6,0.013977616,1,2,0.008518976,1,1,0,7,60,0.83116463,11,95,0.427574579,11,97,0.978784957,11,97,0.683544304,9,88,0.266129032,11,97,0.31587057,9,86,0.090646095,8,75,0.230472517,8,79,203785.9701,1051996702
4004,40019449023,AZ,866,2070.4809,8,70,21459.70601,8,77,13.76140951,6,55,6946.682854,7,65,82.13419746,7,63,0,6,52,41.30820374,9,81,4.580103823,7,60,7.94878478,6,56,4.387683937,6,54,0,9,80,4.665363661,1,1,48.35462745,3,25,0.031008245,1,1,15.65278953,1,0,0.185070966,1,0,0,1,3,0.093078759,8,76,0.010320235,1,7,0.017910801,1,4,0.00988666,1,2,0,7,60,0.868937644,11,97,0.403557644,11,95,1,11,100,0.737875289,10,92,0.2109375,11,95,0.26929982,9,82,0.050808314,4,39,0.152424942,7,65,217455.262,1358580771
4005,40019449024,AZ,1359,3014.427267,8,76,31243.33236,9,84,20.03532999,6,57,10113.72295,7,69,119.5797384,7,67,0,6,52,58.00323945,9,84,6.409239736,7,63,8.574858421,6,57,5.845667811,6,55,0,9,80,4.665363661,1,1,48.35462745,3,25,0.031008245,1,1,15.65278953,1,0,0.185070966,1,0,0,1,3,0.089770355,8,75,0.009919441,1,7,0.013271122,1,2,0.009047213,1,2,0,7,60,0.831912892,11,95,0.384558556,10,92,0.967623252,11,96,0.696202532,9,89,0.218934911,11,95,0.242839352,8,78,0.070640177,6,58,0.111111111,6,50,145051.923,574436238.6
4006,40019450011,AZ,1877,3384.284826,8,78,34504.1412,9,86,18.05016925,6,56,10183.16215,7,69,116.6960547,7,67,5500.489158,6,58,73.22142305,9,86,14.18863089,8,71,28.2443441,7,64,11.77579787,6,59,0,9,80,4.740499727,1,1,48.33129608,3,25,0.025283576,1,0,14.26395232,1,0,0.163460714,1,0,7.704749658,1,9,0.102564103,8,77,0.019874569,2,12,0.039562954,2,10,0.016494819,1,4,0,7,60,0.736814065,9,87,0.286691513,8,79,0.979754928,11,97,0.493873202,7,69,0.00998004,5,41,0.110808356,6,55,0.086840703,8,72,0.038891849,1,9,11926.63645,6572155.311
4007,40019450012,AZ,730,1285.993721,7,64,13111.22178,7,69,6.858880238,6,53,3869.497768,6,59,44.34331071,6,57,1015.687631,6,54,15.47559585,8,74,5.075985607,7,61,9.673139965,6,57,4.304780963,6,54,0,9,80,4.740499727,1,1,48.33129608,3,25,0.025283576,1,0,14.26395232,1,0,0.163460714,1,0,3.744082773,1,6,0.05704698,7,69,0.018711373,2,12,0.035657653,1,9,0.015868517,1,4,0,7,60,0.728082192,9,86,0.291249128,8,79,0.936986301,10,93,0.519178082,8,73,0,4,36,0.205029014,8,74,0.016438356,2,12,0.069863014,3,26,28393.6654,12030463.81
4008,40019450013,AZ,909,1678.36419,7,67,17111.59609,8,73,8.951598119,6,53,5050.123015,7,61,57.87293013,7,60,0,6,52,8.276445483,8,71,6.357304274,7,63,11.60284688,6,58,5.387854583,6,55,0,9,80,4.740499727,1,1,48.33129608,3,25,0.025283576,1,0,14.26395232,1,0,0.163460714,1,0,0,1,3,0.023376623,6,56,0.017956055,2,11,0.032771965,1,8,0.015217867,1,3,0,7,60,0.745960057,9,87,0.335569727,9,85,0.97249725,11,96,0.519422863,8,73,0.082191781,9,80,0.247887324,8,79,0.050605061,4,39,0.140814081,7,61,76529.19714,131039471.8
4009,40019450014,AZ,1495,3248.243118,8,77,33117.14142,9,85,17.32458733,6,56,9773.818714,7,69,112.0050989,7,66,2669.180153,6,56,0,7,63,13.20422201,8,70,25.59500456,7,63,11.04163904,6,58,0,9,80,4.740499727,1,1,48.33129608,3,25,0.025283576,1,0,14.26395232,1,0,0.163460714,1,0,3.89541279,1,6,0,4,39,0.019270297,2,12,0.037353458,1,9,0.016114215,1,4,0,7,60,0.814803563,10,93,0.348256547,9,87,0.985284281,11,97,0.644322845,9,84,0.025862069,6,58,0.212665406,8,75,0.034113712,3,25,0.18729097,8,72,24254.75848,17004009.15
4010,40019450021,AZ,1407,3416.985215,8,78,34127.84678,9,86,41.81643259,7,62,11334.49167,8,71,138.3216073,7,69,56726.14149,8,71,18.2843898,8,75,11.17473288,7,68,22.34438358,7,62,11.02638878,6,58,1.012345294,9,85,4.85402377,1,2,48.48056667,3,27,0.059402644,1,5,16.10129647,1,1,0.196493788,1,1,80.58274235,3,29,0.025974026,6,58,0.01587435,2,10,0.03174148,1,8,0.015663619,1,4,0.001438095,7,69,0.856787491,11,97,0.384566314,10,92,0.988628287,11,98,0.724946695,10,92,0.126649077,9,86,0.29304447,9,84,0.041933191,4,32,0.132196162,6,57,183845.9395,917634578.1
4011,40019450022,AZ,1109,1983.725837,8,70,19812.87222,8,75,24.27646962,6,58,6580.222787,7,64,80.30240959,7,62,781.7726813,6,54,15.242017,8,74,7.425266681,7,64,14.54614729,7,60,6.4607193,6,56,0,9,80,4.85402377,1,2,48.48056667,3,27,0.059402644,1,5,16.10129647,1,1,0.196493788,1,1,1.912937315,1,5,0.037296037,7,63,0.018169054,2,11,0.035593298,1,9,0.015808881,1,4,0,7,60,0.724977457,9,86,0.302832293,9,81,0.957619477,11,95,0.492335437,7,69,0.086142322,9,81,0.160968661,7,67,0.011722272,2,10,0.108205591,5,48,100149.788,362323714.5
4012,40019450023,AZ,1409,3367.411377,8,78,33632.71782,9,85,41.20975714,7,62,11170.05014,8,71,136.3148287,7,69,15298.27421,7,62,51.67289274,9,83,8.713475032,7,66,14.70006323,7,60,8.785758168,6,57,0.469217469,9,84,4.85402377,1,2,48.48056667,3,27,0.059402644,1,5,16.10129647,1,1,0.196493788,1,1,22.0520092,2,15,0.074484945,8,73,0.012560216,1,9,0.021189706,1,5,0.01266441,1,3,0.000676363,7,68,0.848828957,11,96,0.369302838,10,90,0.992902768,11,98,0.704755145,10,90,0.077922078,8,79,0.262806236,9,81,0.058197303,5,46,0.119233499,6,53,122842.9598,477484575.5
4013,40019451001,AZ,1650,3968.521838,9,81,38956.37819,9,88,51.00394713,7,63,13565.0061,8,74,167.3311094,8,72,2450.353213,6,56,0,7,63,8.970359792,7,66,15.15081016,7,60,9.2512264,6,57,0.310444719,9,84,4.974162158,1,5,48.8280902,4,31,0.063928564,1,6,17.00243637,1,1,0.209733525,1,1,3.071283144,1,6,0,4,39,0.011243487,1,8,0.01899009,1,4,0.011595527,1,2,0.000389113,7,66,0.84,11,95,0.381770941,10,92,0.974545455,11,96,0.705454545,10,90,0.132275132,9,87,0.278350515,9,83,0.101818182,9,83,0.098181818,5,43,159302.4144,1131205807
4014,40019451002,AZ,733,1761.712321,7,68,17293.57536,8,73,22.6417507,6,58,6021.798382,7,63,74.2818836,7,61,16089.3216,7,62,12.72476679,8,73,3.534410129,6,58,8.743765235,6,57,3.630312259,6,53,0.170751304,9,83,4.974162158,1,5,48.8280902,4,31,0.063928564,1,6,17.00243637,1,1,0.209733525,1,1,45.42790198,3,21,0.035928144,7,62,0.009979342,1,7,0.024687859,1,6,0.01025012,1,2,0.000482113,7,67,0.839650735,11,95,0.413613632,11,96,0.867667121,9,88,0.811634349,11,97,0.195,10,93,0.368635438,10,90,0.091405184,8,75,0.1473397,7,63,277419.0044,1287665593
