OBJECTID,ID,ST_ABBREV,ACSTOTPOP,D_PM25_2,B_PM25_D2,P_PM25_D2,D_OZONE_2,B_OZONE_D2,P_OZONE_D2,D_DSLPM_2,B_DSLPM_D2,P_DSLPM_D2,D_CANCR_2,B_CANCR_D2,P_CANCR_D2,D_RESP_2,B_RESP_D2,P_RESP_D2,D_PTRAF_2,B_PTRAF_D2,P_PTRAF_D2,D_LDPNT_2,B_LDPNT_D2,P_LDPNT_D2,D_PNPL_2,B_PNPL_D2,P_PNPL_D2,D_PRMP_2,B_PRMP_D2,P_PRMP_D2,D_PTSDF_2,B_PTSDF_D2,P_PTSDF_D2,D_PWDIS_2,B_PWDIS_D2,P_PWDIS_D2,PM25,B_PM25,P_PM25,OZONE,B_OZONE,P_OZONE,DSLPM,B_DSLPM,P_DSLPM,CANCER,B_CANCR,P_CANCR,RESP,B_RESP,P_RESP,PTRAF,B_PTRAF,P_PTRAF,PRE1960PCT,B_LDPNT,P_LDPNT,PNPL,B_PNPL,P_PNPL,PRMP,B_PRMP,P_PRMP,PTSDF,B_PTSDF,P_PTSDF,PWDIS,B_PWDIS,P_PWDIS,VULEOPCT,B_VULEOPCT,P_VULEOPCT,VULSVI6PCT,B_VSVI6PCT,P_VSVI6PCT,MINORPCT,B_MINORPCT,P_MINORPCT,LOWINCPCT,B_LWINCPCT,P_LWINCPCT,LINGISOPCT,B_LNGISPCT,P_LNGISPCT,LESSHSPCT,B_LESHSPCT,P_LESHSPCT,UNDER5PCT,B_UNDR5PCT,P_UNDR5PCT,OVER64PCT,B_OVR64PCT,P_OVR64PCT,Shape_Length,Shape_Area
5818,40133185012,AZ,1111,485.5487807,6,56,3348.619004,6,55,42.79347986,7,62,2703.055784,6,56,39.30781279,6,57,56441.11545,8,71,0.805405152,7,64,40.29056673,9,82,128.8235608,8,76,108.23495,8,73,419.0071876,11,96,7.773302186,7,64,53.60908824,8,77,0.685094194,7,64,43.27406487,7,66,0.62929106,8,71,903.5834577,9,87,0.012893983,5,47,0.645024275,11,99,2.062376648,10,92,1.732767143,9,88,6.708017026,11,98,0.412691269,6,58,0.194418313,6,55,0.367236724,5,48,0.458145815,7,65,0.087986464,9,81,0.186534216,8,71,0.00630063,1,8,0.060306031,3,21,2527.565586,282564.598
5819,40133185013,AZ,671,-580.5900732,5,41,-4004.077511,5,42,-51.16987334,4,34,-3232.151779,5,41,-47.00192197,5,40,-2246.091359,5,44,-33.19567751,1,2,-48.48935802,1,4,-160.7602483,1,8,-124.7727551,1,9,-286.0668924,1,3,7.773302186,7,64,53.60908824,8,77,0.685094194,7,64,43.27406487,7,66,0.62929106,8,71,30.07207267,2,17,0.444444444,10,93,0.649205782,11,99,2.152358518,10,93,1.670535503,9,87,3.83004206,11,96,0.245156483,4,30,0.107821682,2,14,0.210134128,3,22,0.280178838,5,41,0,4,36,0.018018018,2,11,0.017883756,2,14,0.12071535,6,53,4919.118981,942538.175
5820,40133187001,AZ,2101,-1431.346972,3,28,-9671.82608,4,30,-197.7056416,1,9,-8420.657962,3,26,-126.2549199,3,24,-83076.84627,2,12,0,7,63,-36.71005951,1,6,-250.8942284,1,4,-1138.175981,1,0,-12.83288022,1,9,7.87439071,7,68,53.20843856,8,71,1.087654844,10,93,46.32528109,9,89,0.694576918,9,89,457.0377128,8,74,0,4,39,0.201956169,11,95,1.380265736,9,88,6.261544224,11,99,0.070598614,9,82,0.269951276,4,35,0.100077387,2,10,0.366492147,5,48,0.173410405,3,24,0,4,36,0.035335689,3,22,0,1,7,0.025226083,1,4,8556.036235,1754403.054
5821,40133187002,AZ,1316,1166.695229,7,63,7883.534573,7,62,161.1504641,8,73,6863.703671,7,64,102.9107655,7,65,34955.07037,7,67,0,7,63,29.29988117,8,78,236.1671727,9,82,727.3483379,9,89,7.730754138,9,88,7.87439071,7,68,53.20843856,8,71,1.087654844,10,93,46.32528109,9,89,0.694576918,9,89,235.9226939,6,54,0,4,39,0.197754055,11,95,1.593966055,10,90,4.90910124,11,97,0.052177276,9,81,0.469054415,7,65,0.170220514,5,45,0.350303951,5,46,0.587804878,8,79,0.065737052,8,75,0,1,4,0.004559271,1,8,0.012917933,1,2,6845.438727,1717175.691
5822,40133188001,AZ,1496,769.8590065,6,59,5137.730235,6,58,107.821428,7,69,4395.551198,7,60,66.42543758,7,61,19774.95409,7,63,1.043401539,7,65,20.57409462,8,74,227.1618075,9,81,601.9082219,9,87,3.231233115,9,87,7.959393716,8,72,53.11780131,8,71,1.114740737,10,94,45.44458438,9,85,0.686757193,9,88,204.448664,6,51,0.010787487,5,44,0.212710793,11,96,2.348573243,10,93,6.222989507,11,99,0.03340697,8,79,0.421122995,6,59,0.194024374,6,55,0.43315508,6,56,0.409090909,7,60,0.071960298,8,77,0.155688623,7,66,0.036096257,3,26,0.05815508,2,19,2885.556379,460145.1702
5823,40133188002,AZ,1950,1897.413474,7,69,12662.57651,7,68,265.7393477,8,79,10833.38377,8,71,163.71377,8,72,98688.14654,8,76,20.49588685,8,76,58.69395552,9,87,633.2253851,9,89,1575.586708,10,93,12.97103649,9,89,7.959393716,8,72,53.11780131,8,71,1.114740737,10,94,45.44458438,9,85,0.686757193,9,88,413.9834697,8,71,0.085977482,8,75,0.24621323,11,97,2.656295119,10,94,6.609373821,11,99,0.054411749,9,81,0.478717949,7,66,0.198077872,6,57,0.470769231,7,60,0.486666667,7,69,0.054388133,8,72,0.114591921,6,56,0.054871795,5,43,0.007179487,1,1,2857.337276,455905.5319
5824,40133188003,AZ,920,943.5789788,7,61,6297.067654,7,60,132.1515135,8,71,5387.414676,7,62,81.41444866,7,62,68381.48914,8,72,18.98473166,8,76,26.73717093,8,77,340.8245924,9,85,845.074977,10,90,3.921765905,9,87,7.959393716,8,72,53.11780131,8,71,1.114740737,10,94,45.44458438,9,85,0.686757193,9,88,576.8199665,8,79,0.160142349,9,82,0.22553668,11,96,2.874965614,11,95,7.128480617,11,99,0.033081363,8,79,0.485326087,7,66,0.189413816,6,53,0.425,6,55,0.545652174,8,75,0.065830721,8,75,0,1,4,0,1,7,0.1,5,44,2900.64212,463172.1074
5825,40133188004,AZ,2325,2709.772947,8,74,18083.93781,8,74,379.5131136,9,84,15471.59366,8,76,233.8062583,8,77,14453.88247,7,62,48.71803037,9,83,79.65790958,10,92,745.3853912,10,90,2002.420039,10,94,23.31846334,10,90,7.959393716,8,72,53.11780131,8,71,1.114740737,10,94,45.44458438,9,85,0.686757193,9,88,42.4552697,3,21,0.143099069,9,81,0.23397852,11,96,2.189414359,10,93,5.881691857,11,98,0.06849313,9,82,0.502898332,7,68,0.22003375,7,64,0.368172043,5,48,0.637624621,9,84,0.079710145,8,79,0.172330097,7,69,0.013763441,2,11,0.048602151,2,14,6901.662342,2327025.843
5826,40133189001,AZ,2499,2846.737946,8,75,18779.29288,8,74,399.4952685,9,84,15890.17992,8,76,238.1967748,8,77,195062.4258,9,84,72.14167155,9,86,65.09638215,9,89,1442.937969,10,94,3195.408886,11,96,5.763316831,9,87,8.014790984,8,74,52.8717817,7,68,1.124750903,10,94,44.73768685,8,77,0.67062631,9,84,549.1845758,8,78,0.203109815,9,85,0.183274297,10,94,4.062490627,11,97,8.996449553,11,99,0.016226214,8,76,0.49859944,7,68,0.207795838,7,60,0.534213685,7,66,0.462985194,7,66,0,4,36,0.089912281,5,48,0.028411365,3,20,0.131252501,6,57,5052.422294,1014252.92
5827,40133189002,AZ,1586,-841.6005518,4,38,-5551.850415,4,39,-118.1055105,3,20,-4697.72225,4,36,-70.41973687,4,35,-11916.19476,4,34,-9.372692367,1,9,-19.70801757,2,15,-385.3009187,1,2,-821.1161487,1,1,-1.961705517,2,12,8.014790984,8,74,52.8717817,7,68,1.124750903,10,94,44.73768685,8,77,0.67062631,9,84,113.4811641,4,36,0.089258699,8,75,0.187684812,10,94,3.669325457,11,96,7.819712441,11,99,0.018681855,8,76,0.290260343,4,39,0.119850702,3,20,0.227616646,3,25,0.35290404,6,53,0,4,36,0.032656664,3,20,0.015762926,2,12,0.090163934,4,39,4766.08316,847830.3811
5828,40133189003,AZ,1552,2005.79036,8,70,13231.74993,7,69,281.4813916,9,80,11196.10246,8,71,167.8316739,8,72,28265.12231,7,65,92.95412066,9,88,45.1074337,9,83,768.4184378,10,90,1852.762146,10,94,4.34061376,9,87,8.014790984,8,74,52.8717817,7,68,1.124750903,10,94,44.73768685,8,77,0.67062631,9,84,112.9425347,4,36,0.371428571,10,91,0.180241495,10,93,3.070467028,11,95,7.403316735,11,99,0.017344341,8,76,0.517719072,8,70,0.220209901,7,64,0.567010309,7,68,0.468427835,7,67,0.053272451,8,71,0.09981685,6,52,0.041237113,4,31,0.091494845,5,40,4973.054236,996805.0896
5829,40133189004,AZ,1058,808.3435063,7,60,5332.461132,6,59,113.4384029,7,69,4512.085059,7,60,67.63700058,7,61,21033.40627,7,63,54.34498977,9,84,17.7330253,8,72,247.3645351,9,82,686.316221,9,89,1.52824681,9,86,8.014790984,8,74,52.8717817,7,68,1.124750903,10,94,44.73768685,8,77,0.67062631,9,84,208.5479176,6,51,0.538834951,11,95,0.175824374,10,93,2.452639293,10,94,6.80488062,11,99,0.01515269,8,76,0.451795841,7,63,0.169703086,5,45,0.438563327,6,56,0.465028355,7,66,0,4,36,0.054135338,4,32,0,1,7,0.060491493,3,21,4839.395184,867001.9429
5830,40133190001,AZ,2727,3443.553302,8,78,23000.09054,8,78,470.620348,9,86,19947.07152,9,80,297.2822136,9,81,279401.3257,9,88,213.4140933,10,94,69.32858167,10,90,603.5445902,9,89,1995.703493,10,94,7.717104625,9,88,7.931031967,8,71,52.97273987,7,69,1.083910919,10,93,45.94116832,9,88,0.684686582,9,88,643.5041515,9,81,0.491525424,10,94,0.159674368,10,92,1.390055858,9,88,4.596411559,11,97,0.017773677,8,76,0.515686297,7,69,0.174767942,5,47,0.31096443,4,39,0.720408163,10,91,0,4,36,0,1,4,0.005867253,1,8,0.011367803,1,1,4645.36035,914563.9411
5831,40133190002,AZ,1044,-683.2820017,5,40,-4563.759153,5,41,-93.3821507,3,25,-3957.968343,4,39,-58.9877862,4,37,-48412.59728,2,18,-67.32054105,1,1,-12.92551745,3,23,-155.0665917,1,8,-422.9768919,1,2,-1.176442323,2,12,7.931031967,8,71,52.97273987,7,69,1.083910919,10,93,45.94116832,9,88,0.684686582,9,88,561.9376124,8,78,0.781407035,11,99,0.150029844,10,90,1.799898275,10,91,4.909602833,11,97,0.013655272,8,75,0.27394636,4,36,0.106321839,2,13,0.14559387,2,13,0.402298851,6,59,0,4,36,0,1,4,0.038314176,3,28,0.051724138,2,16,5386.802446,951011.3914
5832,40133190003,AZ,502,-344.5805003,5,45,-2301.513004,5,45,-47.09280813,4,35,-1996.011469,5,44,-29.7476603,5,44,-45762.19188,2,19,-20.61143252,1,4,-7.84201885,4,32,-74.45673055,2,18,-243.976176,1,5,-0.826953049,2,12,7.931031967,8,71,52.97273987,7,69,1.083910919,10,93,45.94116832,9,88,0.684686582,9,88,1053.28481,9,89,0.47440273,10,94,0.18049571,10,93,1.713732233,10,91,5.615474032,11,98,0.019033553,8,77,0.269920319,4,35,0.101925631,2,11,0.145418327,2,13,0.394422311,6,58,0,4,36,0,1,4,0,1,7,0.071713147,3,28,3624.91282,490840.2129
5833,40133190004,AZ,4477,-5150.482587,1,2,-34400.96767,1,3,-703.9013759,1,0,-29834.60267,1,2,-444.6415461,1,1,-549962.6783,1,1,0,7,63,-108.8814976,1,1,-885.2500957,1,0,-3206.638969,1,0,-14.496987,1,8,7.931031967,8,71,52.97273987,7,69,1.083910919,10,93,45.94116832,9,88,0.684686582,9,88,846.8665817,9,87,0,4,39,0.167662471,10,92,1.363162905,9,88,4.937781216,11,97,0.022323358,8,77,0.211413893,3,23,0.070471298,1,1,0.422827786,6,55,0,1,0,0,4,36,0,1,4,0,1,7,0,1,0,4822.333776,1368986.662
5834,40133191011,AZ,2079,5863.729936,9,88,39539.58573,9,89,810.5711124,10,93,34004.70897,10,90,509.1788765,10,90,559954.155,10,94,47.44984237,9,82,129.6125946,11,97,1038.178838,10,92,3164.586182,11,96,17.2482876,9,89,7.88193224,7,69,53.14848039,8,71,1.089556759,10,93,45.70858735,9,87,0.684430123,9,88,752.6814427,9,85,0.063781321,8,71,0.174223182,10,93,1.395503433,9,88,4.253786265,11,96,0.023184873,8,77,0.714306627,9,85,0.247274777,8,71,0.641173641,8,74,0.787439614,11,95,0.036048064,7,64,0.018987342,2,11,0,1,7,0,1,0,2884.974452,340932.8964
5835,40133191012,AZ,1187,3731.086408,9,80,25159.00502,8,79,515.7657146,9,88,21637.16761,9,82,323.9900893,9,82,93697.31042,8,76,16.58045703,8,75,85.23186891,10,93,632.1112609,9,89,1812.953034,10,94,10.61401598,9,89,7.88193224,7,69,53.14848039,8,71,1.089556759,10,93,45.70858735,9,87,0.684430123,9,88,197.9358747,6,50,0.03502627,7,62,0.180052602,10,93,1.335337106,9,87,3.829869214,11,96,0.022422143,8,77,0.755265375,9,88,0.314776985,9,82,0.601516428,8,71,0.909014322,11,99,0.126373626,9,86,0.232380952,8,77,0.01937658,2,15,0,1,0,1578.748987,134913.0972
5836,40133191031,AZ,2552,8894.298895,11,95,60312.78802,11,96,1237.515745,11,97,51719.27496,11,96,771.2366265,11,96,458186.744,10,92,48.03046766,9,83,214.041158,11,98,1523.938604,10,94,4700.186587,11,98,33.99568098,10,91,7.855123224,7,67,53.26607386,8,73,1.092929165,10,93,45.67659381,9,87,0.681128306,9,87,404.6539672,8,70,0.042418773,7,65,0.189033412,10,94,1.34588748,9,87,4.151034865,11,96,0.030023756,8,78,0.80015674,10,92,0.32806285,9,84,0.778996865,9,82,0.821316614,11,97,0.091915836,9,82,0.250285714,8,79,0.009404389,1,9,0.01645768,1,2,2954.514185,450338.6912
5837,40133191032,AZ,658,1193.537385,7,63,8093.450439,7,63,166.0638262,8,74,6940.275892,7,65,103.4932328,7,65,74114.26139,8,73,65.61210166,9,85,27.28366325,8,77,187.9897223,9,80,425.1052261,9,85,2.533038491,9,86,7.855123224,7,67,53.26607386,8,73,1.092929165,10,93,45.67659381,9,87,0.681128306,9,87,487.7741269,8,75,0.431818182,10,92,0.179564159,10,93,1.237231822,9,86,2.797779086,10,93,0.016670889,8,76,0.587386018,8,75,0.273385207,8,76,0.507598784,7,63,0.667173252,9,87,0.094674556,9,82,0.250803859,8,79,0.037993921,3,28,0.082066869,4,34,2958.517572,421322.2511
5838,40133191033,AZ,1588,3259.312398,8,77,22101.5979,8,77,453.4871671,9,86,18952.50835,8,79,282.6193642,9,80,148941.7586,9,81,10.52802979,8,72,79.3149266,10,92,514.1170072,9,87,1209.827806,10,91,8.329356587,9,88,7.855123224,7,67,53.26607386,8,73,1.092929165,10,93,45.67659381,9,87,0.681128306,9,87,358.9578793,7,67,0.025373134,6,57,0.191153362,10,94,1.239050434,9,86,2.915751954,10,93,0.02007421,8,77,0.617758186,8,78,0.221788686,7,64,0.471032746,7,60,0.764483627,10,94,0.04222973,7,67,0.042910448,3,26,0.010075567,2,10,0,1,0,3197.118052,506026.9416
5839,40133191041,AZ,1815,3619.572883,8,79,24337.83466,8,79,488.6110879,9,87,20931.33893,9,81,309.6723901,9,82,214810.406,9,85,92.45707706,9,88,75.51268586,10,91,628.4575914,9,89,1702.313046,10,94,7.725215769,9,88,7.902826503,7,69,53.1382268,8,71,1.066813345,10,92,45.70062418,9,87,0.676125955,9,85,469.0082019,8,74,0.201866978,9,85,0.164871291,10,92,1.372148447,9,88,3.716760263,11,95,0.016866918,8,76,0.608815427,8,77,0.242633771,8,70,0.40661157,6,53,0.811019284,11,97,0,4,36,0.189686924,8,72,0.002203857,1,7,0.046280992,2,13,3070.808399,484840.9337
5840,40133191042,AZ,2619,4069.239228,9,82,27361.36962,9,81,549.3121621,9,89,23531.67852,9,83,348.1435734,9,84,196889.1054,9,84,8.739126719,8,71,80.84266697,10,92,646.8191034,9,89,1334.373253,10,92,6.282893241,9,88,7.902826503,7,69,53.1382268,8,71,1.066813345,10,92,45.70062418,9,87,0.676125955,9,85,382.3762509,7,69,0.016972166,6,51,0.157003689,10,91,1.256180545,9,86,2.591472193,10,92,0.012201941,8,75,0.553073692,8,73,0.225470658,7,65,0.451317297,6,58,0.654830088,9,85,0.130295763,9,87,0.010997067,1,6,0.078655976,7,65,0.026727759,1,5,4685.628413,582442.1841
5841,40133191043,AZ,905,1927.468782,7,69,12960.20775,7,69,260.1916438,8,79,11146.20527,8,71,164.9045022,8,72,216841.2461,9,85,32.77655471,8,79,40.41716831,9,82,296.7139518,9,84,584.232843,9,87,3.101663912,9,87,7.902826503,7,69,53.1382268,8,71,1.066813345,10,92,45.70062418,9,87,0.676125955,9,85,889.072115,9,87,0.134387352,9,80,0.165714678,10,92,1.216558683,9,86,2.395416641,10,91,0.012717151,8,75,0.625966851,8,79,0.284272898,8,78,0.587845304,8,70,0.664088398,9,87,0.177350427,10,92,0.123867069,6,58,0,1,7,0.152486188,7,65,3027.399092,479790.6506
5842,40133191044,AZ,1017,3168.809545,8,77,21306.92357,8,77,427.7619291,9,85,18324.65562,8,79,271.1073536,8,79,148522.1335,9,81,9.876149521,8,72,61.70941127,9,88,524.5789005,9,87,1300.627435,10,92,5.228919931,9,87,7.902826503,7,69,53.1382268,8,71,1.066813345,10,92,45.70062418,9,87,0.676125955,9,85,370.4055533,7,67,0.024630542,6,57,0.153899679,10,91,1.308269235,9,87,3.243689095,10,94,0.013040622,8,75,0.750737463,9,88,0.295956829,9,80,0.596853491,8,71,0.904621436,11,99,0.214285714,11,95,0,1,4,0.028515241,3,20,0.031465093,1,6,2539.635104,306114.4618
5843,40133192011,AZ,1477,2438.45864,8,73,16683.6311,8,72,358.3762031,9,83,14271.07666,8,75,214.948137,8,76,532765.0753,10,93,13.16113094,8,74,59.44626008,9,88,208.3731784,9,81,672.3174438,9,88,4.730239389,9,87,7.815667213,7,66,53.47382418,8,75,1.148655587,11,95,45.74118424,9,87,0.68894468,9,89,1707.601049,10,94,0.042183623,7,65,0.190535192,10,94,0.667870839,8,72,2.154889698,10,90,0.015161207,8,76,0.567704807,8,74,0.241763901,8,70,0.537576168,7,66,0.597833446,9,80,0,4,36,0.152682256,7,66,0.110358835,9,87,0.052132701,2,16,3474.540986,552544.1826
5844,40133192012,AZ,2250,6102.522818,9,89,41752.70304,9,89,896.8776099,10,94,35715.00845,10,91,537.9324009,10,91,279022.2376,9,88,68.74490948,9,86,141.3313996,11,97,699.9886412,9,89,1654.293864,10,93,12.11379912,9,89,7.815667213,7,66,53.47382418,8,75,1.148655587,11,95,45.74118424,9,87,0.68894468,9,89,357.3513806,7,67,0.088043478,8,75,0.181006973,10,93,0.896494521,9,80,2.118699216,10,90,0.015514473,8,76,0.703493425,9,84,0.270848999,8,76,0.614222222,8,72,0.792764627,11,96,0.026809651,6,58,0.127741935,7,60,0.034222222,3,25,0.029333333,1,5,3063.722067,550480.33
5845,40133192013,AZ,763,2262.750047,8,72,15481.45473,8,71,332.552604,9,82,13242.7423,8,73,199.4595681,8,74,389214.344,10,91,126.3168952,10,90,51.31898919,9,85,160.462083,8,78,529.5525373,9,86,3.744975479,9,87,7.815667213,7,66,53.47382418,8,75,1.148655587,11,95,45.74118424,9,87,0.68894468,9,89,1344.368456,10,92,0.436305732,10,92,0.177258704,10,93,0.554245151,7,68,1.829104549,9,88,0.012935358,8,75,0.735910878,9,87,0.382966474,10,92,0.844036697,9,86,0.627785059,9,83,0.161512027,10,91,0.471804511,11,95,0.030144168,3,22,0.162516383,7,67,3460.726084,428001.367
5846,40133192014,AZ,1559,2438.924684,8,73,16686.81972,8,72,358.4446968,9,83,14273.80418,8,75,214.9892184,8,76,121460.5804,8,78,0,7,63,60.68157458,9,88,261.2067842,9,83,739.2698095,9,89,6.201657984,9,88,7.815667213,7,66,53.47382418,8,75,1.148655587,11,95,45.74118424,9,87,0.68894468,9,89,389.2270566,7,69,0,4,39,0.194457416,10,94,0.837051391,8,78,2.369030438,10,91,0.019873551,8,77,0.55663248,8,73,0.279673642,8,78,0.440667094,6,56,0.672597865,9,87,0.141215107,9,88,0.211246201,8,75,0.175112251,11,99,0.037203335,1,8,2715.060755,375795.1737
5847,40133192021,AZ,1444,2917.897787,8,76,19819.09078,8,75,437.7364347,9,85,17161.01938,8,78,257.6220069,8,78,151919.7205,9,81,8.602686233,8,71,62.1136088,9,88,266.5254866,9,83,657.1045799,9,88,4.442194534,9,87,7.859452459,7,68,53.38336471,8,74,1.179057304,11,96,46.22376306,9,89,0.693913243,9,89,409.2007014,8,70,0.023171615,6,56,0.167305023,10,92,0.717895055,8,74,1.769932528,9,88,0.011965195,8,74,0.613573407,8,78,0.260376406,8,74,0.577562327,7,69,0.649584488,9,85,0.132154006,9,87,0.137168142,7,62,0.017313019,2,13,0.048476454,2,14,4904.283949,967173.4608
5848,40133192022,AZ,1880,1605.996347,7,67,10908.32843,7,66,240.9279442,8,78,9445.339229,7,68,141.793864,8,70,417541.6057,10,92,9.838567057,8,72,31.69157986,8,78,83.35567116,8,72,307.6271155,9,82,1.919439818,9,86,7.859452459,7,68,53.38336471,8,74,1.179057304,11,96,46.22376306,9,89,0.693913243,9,89,2043.372269,11,95,0.048148148,7,67,0.155092797,10,91,0.407927413,7,62,1.505470852,9,86,0.009393387,8,74,0.465159574,7,64,0.195480332,6,56,0.360638298,5,47,0.569680851,8,78,0.010615711,5,42,0.139393939,7,63,0.035106383,3,25,0.057446809,2,19,4899.904391,939464.6021
5849,40133193001,AZ,2880,6283.561102,10,90,43286.31879,10,90,951.9643604,11,95,36747.49759,10,91,555.7434708,10,91,1386432.342,11,97,66.06744112,9,85,137.7870231,11,97,539.7354018,9,88,903.6119402,10,90,10.3310884,9,89,7.785235246,7,65,53.63108105,8,78,1.179469153,11,96,45.52958247,9,85,0.688557585,9,88,1717.768279,10,94,0.08185654,8,74,0.170715996,10,93,0.668723834,8,72,1.119561251,9,81,0.012800059,8,75,0.636715782,9,80,0.30099708,9,81,0.524652778,7,65,0.748778786,10,93,0.068039391,8,76,0.292289301,9,84,0.035069444,3,25,0.137152778,6,59,6280.806434,1573247.735
5850,40133194011,AZ,552,-1460.990538,3,27,-9601.694035,4,30,-186.7193803,2,10,-8199.562888,3,27,-119.988045,3,25,-155191.9601,1,6,0,7,63,-18.9801022,2,15,-241.0170995,1,4,-255.1018593,1,4,0,9,80,8.037554098,8,75,52.82315882,7,67,1.027225763,10,90,45.10941622,9,82,0.66010722,9,82,853.7795025,9,87,0,4,39,0.104417923,9,82,1.325941493,9,87,1.403427977,9,85,0,7,60,0.027173913,1,0,0.041316517,1,0,0.027173913,1,1,0.027173913,1,1,0,4,36,0.032319392,3,20,0,1,7,0.161231884,7,67,1904.858785,228837.1094
5851,40133194012,AZ,1972,-1080.694321,4,34,-7102.370577,4,35,-138.116277,2,16,-6065.214533,4,32,-88.75512567,4,31,-390002.9731,1,1,-11.53675368,1,7,-15.53695929,2,19,-197.2836425,1,6,-276.8243239,1,4,0,9,80,8.037554098,8,75,52.82315882,7,67,1.027225763,10,90,45.10941622,9,82,0.66010722,9,82,2900.607448,11,96,0.085803432,8,74,0.115554555,9,85,1.467277026,9,89,2.058852755,9,89,0,7,60,0.288286004,4,38,0.15334717,4,37,0.27484787,4,33,0.301724138,5,44,0.056162246,8,72,0.009458298,1,6,0.095334686,8,79,0.182555781,8,71,4373.567159,1047177.045
5852,40133194013,AZ,1603,1399.187122,7,65,9195.519265,7,64,178.8207011,8,74,7852.70164,7,66,114.9122619,7,67,535408.5117,10,93,0,7,63,20.3909611,8,74,222.4864662,9,81,275.9863169,9,82,0,9,80,8.037554098,8,75,52.82315882,7,67,1.027225763,10,90,45.10941622,9,82,0.66010722,9,82,3075.624991,11,97,0,4,39,0.117134764,9,85,1.278061369,9,86,1.585388343,9,87,0,7,60,0.465065502,7,64,0.193825801,6,55,0.406737367,6,53,0.523393637,8,73,0.027833002,6,59,0.035308953,3,21,0.035558328,3,26,0.134123518,6,58,4251.873186,843418.679
5853,40133194014,AZ,1566,-118.3888561,5,48,-778.0567661,5,49,-15.13048392,5,44,-664.4374795,5,48,-9.723024911,5,48,-52437.41345,2,17,0,7,63,-1.573035423,5,45,-20.46100964,4,35,-20.46596566,4,36,0,9,80,8.037554098,8,75,52.82315882,7,67,1.027225763,10,90,45.10941622,9,82,0.66010722,9,82,3560.035643,11,97,0,4,39,0.106795164,9,83,1.389121217,9,88,1.389457687,9,85,0,7,60,0.34706258,5,48,0.149264388,4,35,0.363984674,5,47,0.330140485,5,49,0,4,36,0.090988626,5,49,0.022988506,2,17,0.087484036,4,38,5929.000729,1126123.551
5854,40133194015,AZ,761,-149.5074943,5,48,-982.5698238,5,48,-19.10754789,5,43,-839.0855856,5,48,-12.27873247,5,47,-13249.46654,4,33,0,7,63,-1.92916327,5,44,-27.96077533,4,32,-27.69827241,4,32,0,9,80,8.037554098,8,75,52.82315882,7,67,1.027225763,10,90,45.10941622,9,82,0.66010722,9,82,712.2940866,9,84,0,4,39,0.10371222,9,82,1.503177118,9,89,1.489064906,9,86,0,7,60,0.332025373,5,46,0.134514132,3,28,0.446780552,6,57,0.217270195,4,31,0,4,36,0.053677932,4,32,0.022339028,2,16,0.067017083,3,24,3538.154913,599260.4064
5855,40133194021,AZ,1914,-2350.48907,2,16,-15610.79934,2,19,-321.0312592,1,1,-13701.27065,2,14,-200.4989492,2,13,-901938.9852,1,0,-2.690564159,2,18,-34.33999913,1,6,-257.5859429,1,4,-341.0897565,1,3,0,9,80,7.98724153,8,73,53.04735359,8,70,1.090902416,10,93,46.55854789,10,91,0.681319285,9,87,3064.895987,11,97,0.009142857,5,43,0.116691403,9,85,0.875307682,8,79,1.159063577,9,82,0,7,60,0.202716823,3,21,0.108983975,2,14,0.181818182,2,18,0.223615465,4,32,0.011811024,5,43,0.019313305,2,11,0.020898642,2,16,0.196447231,8,74,5919.081044,1937876.561
5856,40133194022,AZ,2059,-2324.431274,2,16,-15437.7362,2,19,-317.4722691,1,1,-13549.37676,2,14,-198.2761944,2,13,-1055190.366,1,0,-3.57516004,2,16,-30.8548151,1,8,-222.2973509,1,5,-249.5181126,1,4,0,9,80,7.98724153,8,73,53.04735359,8,70,1.090902416,10,93,46.55854789,10,91,0.681319285,9,87,3625.859111,11,97,0.012285012,5,46,0.106023724,9,83,0.763861102,8,76,0.857397444,8,76,0,7,60,0.215128869,3,24,0.120589273,3,20,0.250121418,3,29,0.180136319,3,25,0.010652463,5,42,0.055330634,4,33,0.070908208,6,58,0.156386595,7,66,5794.476392,1845217.466
5857,40133194031,AZ,1478,1543.193107,7,66,10392.19039,7,66,226.0182855,8,77,8969.378942,7,68,133.4343958,7,69,197913.4234,9,84,0,7,63,28.44340912,8,77,197.5219506,9,80,344.3212731,9,83,1.041463213,9,85,7.908143169,7,69,53.25511699,8,73,1.158238041,11,95,45.96387354,9,88,0.683788893,9,88,1014.213763,9,89,0,4,39,0.145759173,10,90,1.012207648,9,82,1.764485541,9,88,0.005337012,8,72,0.48849797,7,67,0.205918461,7,60,0.540595399,7,66,0.436400541,7,63,0.037974684,7,65,0.104166667,6,53,0.077131258,7,64,0.039242219,1,9,3124.654954,527992.7955
